url,page_family,title,h1,meta_description,status,primary_keyword,secondary_keywords,schema_types,faq_present,breadcrumb_present,rfq_cta_present,internal_link_notes,image_status,design_score,seo_score,aeo_score,eeat_score,conversion_score,priority,recommended_action,notes
https://rubinoxmetal.com/materials/stainless-steel-flanges-supplier-india.html,Product form pages,"SS Flanges Supplier in India | SS 304, 316, 316L Flanges",Stainless Steel Flanges Supplier in India,"Buy Stainless Steel Flanges products from Rubinox with PAN India delivery, export support, material documentation and fast quotations.",needs detailed scoring,SS Flanges Supplier in India,,BreadcrumbList; ListItem; Organization; Product; PropertyValue; WebPage,yes,yes,yes,Mapped from sitemap and local HTML; preserve canonical/internal links unless task-specific.,image or visual asset referenced,,,,,,P3,Polish form hierarchy after grade/spec pilot,Complete URL/family mapping done; detailed scoring deferred to page-family audit batch.
https://rubinoxmetal.com/materials/stainless-steel-fittings-supplier-india.html,Product form pages,SS Fittings Supplier in India | SS Pipe Fittings,Stainless Steel Fittings Supplier in India,"Rubinox supplies stainless steel pipe fittings including elbows, tees, reducers, caps, couplings and stub ends across India.",needs detailed scoring,SS Fittings Supplier in India,,BreadcrumbList; ListItem; Organization; Product; PropertyValue; WebPage,yes,yes,yes,Mapped from sitemap and local HTML; preserve canonical/internal links unless task-specific.,image or visual asset referenced,,,,,,P3,Polish form hierarchy after grade/spec pilot,Complete URL/family mapping done; detailed scoring deferred to page-family audit batch.
https://rubinoxmetal.com/materials/stainless-steel-fasteners-supplier-india.html,Product form pages,"SS Fasteners Supplier in India | SS Bolts, Nuts, Washers",Stainless Steel Fasteners Supplier in India,"Rubinox supplies stainless steel fasteners including bolts, nuts, washers, screws, studs and threaded rods across India.",needs detailed scoring,SS Fasteners Supplier in India,,BreadcrumbList; ListItem; Organization; Product; PropertyValue; WebPage,yes,yes,yes,Mapped from sitemap and local HTML; preserve canonical/internal links unless task-specific.,image or visual asset referenced,,,,,,P3,Polish form hierarchy after grade/spec pilot,Complete URL/family mapping done; detailed scoring deferred to page-family audit batch.
https://rubinoxmetal.com/materials/stainless-steel-angles-supplier-india.html,Product form pages,"SS Angles Supplier in India | SS 304, 316, 316L Angles",Stainless Steel Angles Supplier in India,"Rubinox supplies stainless steel angles including equal angles, unequal angles and L angles in SS 304, 316, 316L and other grades across India.",needs detailed scoring,SS Angles Supplier in India,,BreadcrumbList; ListItem; Organization; Product; PropertyValue; WebPage,yes,yes,yes,Mapped from sitemap and local HTML; preserve canonical/internal links unless task-specific.,image or visual asset referenced,,,,,,P3,Polish form hierarchy after grade/spec pilot,Complete URL/family mapping done; detailed scoring deferred to page-family audit batch.
https://rubinoxmetal.com/materials/stainless-steel-bars-rods-supplier-india.html,Product form pages,"SS Bars & Rods Supplier in India | SS 304, 316, 316L Bars",Stainless Steel Bars & Rods Supplier in India,"Rubinox supplies stainless steel bars and rods including round bars, square bars across India, with export support, MTC documentation and fast quotations.",needs detailed scoring,SS Bars & Rods Supplier in India,,BreadcrumbList; ListItem; Organization; Product; PropertyValue; WebPage,yes,yes,yes,Mapped from sitemap and local HTML; preserve canonical/internal links unless task-specific.,image or visual asset referenced,,,,,,P3,Polish form hierarchy after grade/spec pilot,Complete URL/family mapping done; detailed scoring deferred to page-family audit batch.
https://rubinoxmetal.com/materials/stainless-steel-bars-supplier-india.html,Product form pages,Stainless Steel Bars Supplier in India | SS Square & Hex Bars,Stainless Steel Bars Supplier in India,"Rubinox supplies stainless steel bars in square, hex, rectangular and flat solid sections across India, with export enquiry and RFQ support.",needs detailed scoring,Stainless Steel Bars Supplier in India,,BreadcrumbList; ListItem; Organization; Product; PropertyValue; WebPage,yes,yes,yes,Mapped from sitemap and local HTML; preserve canonical/internal links unless task-specific.,image or visual asset referenced,,,,,,P3,Polish form hierarchy after grade/spec pilot,Complete URL/family mapping done; detailed scoring deferred to page-family audit batch.
https://rubinoxmetal.com/materials/stainless-steel-rods-supplier-india.html,Product form pages,Stainless Steel Rods Supplier in India | SS Round Rods,Stainless Steel Rods Supplier in India,"Rubinox supplies stainless steel rods and round solid sections across India for machining, shafts, fasteners and industrial applications.",needs detailed scoring,Stainless Steel Rods Supplier in India,,BreadcrumbList; ListItem; Organization; Product; PropertyValue; WebPage,yes,yes,yes,Mapped from sitemap and local HTML; preserve canonical/internal links unless task-specific.,image or visual asset referenced,,,,,,P3,Polish form hierarchy after grade/spec pilot,Complete URL/family mapping done; detailed scoring deferred to page-family audit batch.
https://rubinoxmetal.com/materials/stainless-steel-flats-supplier-india.html,Product form pages,"SS Flats Supplier in India | SS 304, 316, 316L Flat Bars",Stainless Steel Flats Supplier in India,"Rubinox supplies stainless steel flats and flat bars in SS 304, 316, 316L, 202, 310, 321 and other grades with PAN India delivery and export support.",needs detailed scoring,SS Flats Supplier in India,,BreadcrumbList; ListItem; Organization; Product; PropertyValue; WebPage,yes,yes,yes,Mapped from sitemap and local HTML; preserve canonical/internal links unless task-specific.,image or visual asset referenced,,,,,,P3,Polish form hierarchy after grade/spec pilot,Complete URL/family mapping done; detailed scoring deferred to page-family audit batch.
https://rubinoxmetal.com/materials/stainless-steel-circles-supplier-india.html,Product form pages,"SS Circles Supplier in India | SS 304, 316, 316L Circles",Stainless Steel Circles Supplier in India,"Rubinox supplies stainless steel circles, discs and round blanks in SS 304, 316, 316L, 202, 310, 321 and other grades across India.",needs detailed scoring,SS Circles Supplier in India,,BreadcrumbList; ListItem; Organization; Product; PropertyValue; WebPage,yes,yes,yes,Mapped from sitemap and local HTML; preserve canonical/internal links unless task-specific.,image or visual asset referenced,,,,,,P3,Polish form hierarchy after grade/spec pilot,Complete URL/family mapping done; detailed scoring deferred to page-family audit batch.
https://rubinoxmetal.com/materials/stainless-steel-wire-mesh-supplier-india.html,Product form pages,"SS Wire Mesh Supplier in India | SS 304, 316 Wire Mesh",Stainless Steel Wire Mesh Supplier in India,"Rubinox supplies stainless steel wire mesh, woven mesh, welded mesh, filter mesh and screen mesh in SS 304, 316, 316L and other grades across India.",needs detailed scoring,SS Wire Mesh Supplier in India,,BreadcrumbList; ListItem; Organization; Product; PropertyValue; WebPage,yes,yes,yes,Mapped from sitemap and local HTML; preserve canonical/internal links unless task-specific.,image or visual asset referenced,,,,,,P3,Polish form hierarchy after grade/spec pilot,Complete URL/family mapping done; detailed scoring deferred to page-family audit batch.
https://rubinoxmetal.com/materials/aluminium.html,Material family pages,"Aluminium Supplier in India | 6061, 6063 & 7075 | Rubinox","Aluminium 6061, 6063 & 7075 Supplier in India","Aluminium supplier for 6061, 6063, 7075 and other alloys in sheets, plates, bars, rods, pipes and tubes with PAN India delivery.",Batch 9 polished,Aluminium Supplier in India,,Answer; BreadcrumbList; FAQPage; ListItem; Organization; Product; PropertyValue; Question; WebPage,yes,yes,yes,Mapped from sitemap and local HTML; preserve canonical/internal links unless task-specific.,image or visual asset referenced,,,,,,P3,Batch 9 polished,"Batch 9 added material family RFQ pathways, grade/spec/product/resource links and documentation routing; SEO URL, canonical, H1, title/meta, schema meaning and sitemap URL preserved."
https://rubinoxmetal.com/materials/aluminium-6061-supplier-india.html,Grade / specification pages,Aluminium 6061 Supplier in India | 6061-T6 & T651,Aluminium 6061 Supplier in India,"Aluminium 6061 supplier in India for sheets, plates, bars, rods, tubes and sections in T6/T651 temper with RFQ and documentation support.",polished in Batch 10B,Aluminium 6061 Supplier in India,,Answer; BreadcrumbList; FAQPage; ListItem; Organization; Product; PropertyValue; Question; WebPage,yes,yes,yes,Mapped from sitemap and local HTML; preserve canonical/internal links unless task-specific.,image or visual asset referenced,8.5,8.2,8.1,7.8,8.4,P2,Monitor Batch 10B polished grade/spec pages; defer remaining grade/spec rollout to Batch 10C.,"Batch 10B grade/spec rollout applied; URL, H1 intent, title/meta/canonical targets, schema meaning and sitemap URL preserved. Visual gate passed at 1366 and 390, with representative 1280/768/360 checks."
https://rubinoxmetal.com/materials/aluminium-6063-supplier-india.html,Grade / specification pages,Aluminium 6063 Supplier in India | Extrusion Alloy,Aluminium 6063 Supplier in India,"Aluminium 6063 supplier in India for sections, tubes, bars, channels, angles and architectural extrusion requirements with RFQ support.",needs detailed scoring,Aluminium 6063 Supplier in India,,Answer; BreadcrumbList; FAQPage; ListItem; Organization; Product; PropertyValue; Question; WebPage,yes,yes,yes,Mapped from sitemap and local HTML; preserve canonical/internal links unless task-specific.,image or visual asset referenced,,,,,,P3,Use pilot before broad template changes,Complete URL/family mapping done; detailed scoring deferred to page-family audit batch.
https://rubinoxmetal.com/materials/aluminium-7075-supplier-india.html,Grade / specification pages,Aluminium 7075 Supplier in India | High Strength Alloy,Aluminium 7075 Supplier in India,"Aluminium 7075 supplier in India for high-strength plates, sheets, bars and rods in T6/T651 temper for engineering RFQs.",needs detailed scoring,Aluminium 7075 Supplier in India,,Answer; BreadcrumbList; FAQPage; ListItem; Organization; Product; PropertyValue; Question; WebPage,yes,yes,yes,Mapped from sitemap and local HTML; preserve canonical/internal links unless task-specific.,image or visual asset referenced,,,,,,P3,Use pilot before broad template changes,Complete URL/family mapping done; detailed scoring deferred to page-family audit batch.
https://rubinoxmetal.com/materials/aluminium-5083-supplier-india.html,Grade / specification pages,Aluminium 5083 Supplier in India | Marine Plates,Aluminium 5083 Supplier in India,"Aluminium 5083 supplier in India for marine plates, sheets and fabrication requirements in H111/H116/H321 temper with RFQ support.",needs detailed scoring,Aluminium 5083 Supplier in India,,Answer; BreadcrumbList; FAQPage; ListItem; Organization; Product; PropertyValue; Question; WebPage,yes,yes,yes,Mapped from sitemap and local HTML; preserve canonical/internal links unless task-specific.,image or visual asset referenced,,,,,,P3,Use pilot before broad template changes,Complete URL/family mapping done; detailed scoring deferred to page-family audit batch.
https://rubinoxmetal.com/materials/aluminium-5052-supplier-india.html,Grade / specification pages,Aluminium 5052 Supplier in India | Sheet & Plate,Aluminium 5052 Supplier in India,"Aluminium 5052 supplier in India for sheets, plates, coils and formed fabrication requirements in H32/H34 temper with RFQ support.",needs detailed scoring,Aluminium 5052 Supplier in India,,Answer; BreadcrumbList; FAQPage; ListItem; Organization; Product; PropertyValue; Question; WebPage,yes,yes,yes,Mapped from sitemap and local HTML; preserve canonical/internal links unless task-specific.,image or visual asset referenced,,,,,,P3,Use pilot before broad template changes,Complete URL/family mapping done; detailed scoring deferred to page-family audit batch.
https://rubinoxmetal.com/materials/aluminium-6082-supplier-india.html,Grade / specification pages,Aluminium 6082 Supplier in India | Structural Alloy,Aluminium 6082 Supplier in India,"Aluminium 6082 supplier in India for structural plates, bars, rods, tubes, sections and profiles with RFQ support for temper, standards and documentation.",needs detailed scoring,Aluminium 6082 Supplier in India,,Answer; BreadcrumbList; FAQPage; ListItem; Organization; Product; PropertyValue; Question; WebPage,yes,yes,yes,Mapped from sitemap and local HTML; preserve canonical/internal links unless task-specific.,image or visual asset referenced,,,,,,P3,Use pilot before broad template changes,Complete URL/family mapping done; detailed scoring deferred to page-family audit batch.
